cycle;start;source;rr;split;absorb;scatter;fission;produce;collision;escape;census;num_seg;scalar_flux;ppControl(s);cycleTracking(s);cycleSync(s)
0;0;8192;0;73728;306830;2793025;245713;491426;3345568;0;20803;6725067;2.4632191671399742e8;1.5576781e-2;2.76509735e-1;1.930134e-3
1;20803;8192;0;52933;367036;3205433;293164;586328;3865633;0;8056;7725427;3.14918910169884e8;1.0335134e-2;3.28430076e-1;1.1581352e-2
2;8056;8192;0;65619;345756;3046247;275905;551810;3667908;0;12016;7343824;3.191372149302375e8;1.0620606e-2;3.07472366e-1;1.0133592e-2
3;12016;8192;0;61706;356636;3128730;285587;571174;3770953;0;10865;7544868;3.224676329969139e8;1.0561006e-2;3.18398863e-1;1.0001111e-2
4;10865;8192;999;62984;350695;3083424;280041;560082;3714160;0;10388;7428011;3.28872156439578e8;1.1024099e-2;3.2067386e-1;9.78043e-3
5;10388;8192;182;63281;354655;3125217;284084;568168;3763956;0;11108;7530476;3.256656537564566e8;1.1754474e-2;3.15794515e-1;1.0311364e-2
6;11108;8192;464;62603;352105;3086088;281048;562096;3719241;0;10382;7437928;3.2399204996479505e8;1.131454e-2;3.14184264e-1;1.0051352e-2
7;10382;8192;480;63347;349563;3062206;278847;557694;3690616;0;10725;7381270;3.1900429805872726e8;1.1409162e-2;3.10059334e-1;1.0082652e-2
8;10725;8192;574;62945;354230;3111928;283769;567538;3749927;0;10827;7502073;3.242819374492417e8;1.1345551e-2;3.16935294e-1;9.706659e-3
9;10827;8192;522;62828;357256;3151025;286658;573316;3794939;0;10727;7589458;3.2785926921835023e8;1.2271018e-2;3.19564192e-1;9.85435e-3
10;10727;8192;525;63029;352090;3099037;281542;563084;3732669;0;10875;7461432;3.1993033530218095e8;1.1561782e-2;3.19911785e-1;9.77832e-3
11;10875;8192;584;62907;355510;3134447;285236;570472;3775193;0;11116;7550263;3.278747312780237e8;1.1635564e-2;3.17137784e-1;9.87883e-3
12;11116;8192;729;62609;349480;3072968;279253;558506;3701701;0;10961;7404469;3.207007850112782e8;1.1494692e-2;3.14421075e-1;9.850751e-3
13;10961;8192;725;62722;348823;3060361;278172;556344;3687356;0;10499;7373538;3.2408900753081214e8;1.1609063e-2;3.15293861e-1;9.887851e-3
14;10499;8192;458;63200;353610;3111413;282968;565936;3747991;0;10791;7497738;3.254175680116639e8;1.1523192e-2;3.16272639e-1;1.0162273e-2
15;10791;8192;541;62896;350694;3080550;280423;560846;3711667;0;11067;7429238;3.18319665308691e8;1.1571642e-2;3.19669883e-1;1.0052372e-2
16;11067;8192;466;62662;357217;3145213;286461;572922;3788891;0;10699;7580483;3.269244769140702e8;1.1891435e-2;3.22615764e-1;1.0121882e-2
17;10699;8192;351;62974;351844;3086893;281154;562308;3719891;0;10824;7446124;3.2037571155283904e8;1.1541312e-2;3.12537482e-1;1.0009482e-2
18;10824;8192;659;62872;355728;3130857;285193;570386;3771778;0;10694;7541366;3.284650188946e8;1.1552373e-2;3.18955497e-1;9.920031e-3
19;10694;8192;608;63143;353431;3102074;282755;565510;3738260;0;10745;7483297;3.222277213239981e8;1.1608433e-2;3.17753729e-1;9.874191e-3
20;10745;8192;360;62813;356280;3132328;286061;572122;3774669;0;11171;7552102;3.262320257690887e8;1.1989155e-2;3.17562618e-1;9.922901e-3
21;11171;8192;540;62541;355977;3134364;285473;570946;3775814;0;10860;7549238;3.277431279041594e8;1.1747074e-2;3.1793706e-1;9.877541e-3
22;10860;8192;376;62747;358560;3160927;287834;575668;3807321;0;10697;7617183;3.2921795375508595e8;1.1590653e-2;3.21699607e-1;1.0172863e-2
23;10697;8192;356;63049;353503;3099581;282590;565180;3735674;0;10669;7473812;3.2547726818510365e8;1.1530732e-2;3.15923366e-1;9.913741e-3
24;10669;8192;537;63004;346573;3044187;276282;552564;3667042;0;11037;7340386;3.258005019065764e8;1.1602572e-2;3.07287335e-1;1.0243654e-2
25;11037;8192;452;62629;350286;3069560;279497;558994;3699343;0;10617;7399357;3.25389063314585e8;1.1537182e-2;3.15941246e-1;1.0042962e-2
26;10617;8192;518;63124;352069;3095650;281172;562344;3728891;0;10518;7459163;3.259918708107796e8;1.1585123e-2;3.14596547e-1;1.0120732e-2
27;10518;8192;384;63201;350925;3085121;280176;560352;3716222;0;10778;7431860;3.213820800704388e8;1.1624523e-2;3.12827794e-1;1.0227583e-2
28;10778;8192;436;62986;346945;3036864;275929;551858;3659738;0;10504;7319478;3.174109585898249e8;1.1606883e-2;3.14577827e-1;1.0153312e-2
29;10504;8192;706;63302;347843;3049804;277428;554856;3675075;0;10877;7347603;3.1957474757478285e8;1.1539062e-2;3.0940532e-1;1.0031582e-2
30;10877;8192;498;62856;355413;3127651;284669;569338;3767733;0;10683;7535807;3.2972775199894905e8;1.1633523e-2;3.19119209e-1;1.0180722e-2
31;10683;8192;445;63125;355522;3133504;284855;569710;3773881;0;10888;7547038;3.2121303335030824e8;1.1603303e-2;3.20037815e-1;1.0149103e-2
32;10888;8192;480;62773;354085;3116332;283480;566960;3753897;0;10768;7508754;3.28102811485436e8;1.1582262e-2;3.21300785e-1;1.0141123e-2
33;10768;8192;385;62883;353149;3112227;282661;565322;3748037;0;10970;7497589;3.2261792125778383e8;1.1907775e-2;3.16109407e-1;9.952861e-3
34;10970;8192;672;62804;352171;3094466;281552;563104;3728189;0;10675;7457515;3.224545980932388e8;1.1524132e-2;3.15569954e-1;9.976592e-3
35;10675;8192;464;63001;346034;3035989;275333;550666;3657356;0;10703;7315499;3.181926268452404e8;1.1607633e-2;3.07842909e-1;1.0039611e-2
36;10703;8192;550;63036;356870;3143869;286362;572724;3787101;0;10873;7569822;3.257544528993775e8;1.1555072e-2;3.19985416e-1;9.84217e-3
37;10873;8192;573;62889;353173;3111124;282646;565292;3746943;0;10854;7489696;3.277457560149623e8;1.1599243e-2;3.17369937e-1;9.90856e-3
38;10854;8192;680;62739;354890;3126954;284626;569252;3766470;0;10841;7536383;3.245517435641127e8;1.1464781e-2;3.18502364e-1;9.78058e-3
39;10841;8192;483;62942;352959;3103901;282130;564260;3738990;0;10663;7476868;3.2719201547256416e8;1.1474532e-2;3.14256034e-1;9.981621e-3
40;10663;8192;638;63025;355880;3130676;285403;570806;3771959;0;10765;7544724;3.247267979580255e8;1.1466762e-2;3.18518015e-1;9.78763e-3
41;10765;8192;688;63041;351648;3100256;281204;562408;3733108;0;10866;7472813;3.262557615576862e8;1.1512652e-2;3.13335748e-1;9.79412e-3
42;10866;8192;769;62873;351929;3095805;281797;563594;3729531;0;11030;7458516;3.2579374659121317e8;1.1638093e-2;3.14459586e-1;9.930201e-3
43;11030;8192;556;62647;352240;3092780;281340;562680;3726360;0;10413;7448971;3.253258201756011e8;1.1423901e-2;3.12319921e-1;9.982691e-3
44;10413;8192;534;63400;355567;3129187;284895;569790;3769649;0;10799;7540501;3.243585429317913e8;1.1524962e-2;3.19880155e-1;1.0082192e-2
45;10799;8192;628;63053;353609;3120311;283380;566760;3757300;0;11187;7513124;3.2575979054088753e8;1.1555633e-2;3.17519007e-1;9.615668e-3
46;11187;8192;511;62489;349843;3066925;279175;558350;3695943;0;10689;7392725;3.225316961563643e8;1.1503602e-2;3.09562291e-1;9.911581e-3
47;10689;8192;530;63055;355826;3142611;285691;571382;3784128;0;11271;7570746;3.309751244429236e8;1.1492502e-2;3.20708951e-1;9.87868e-3
48;11271;8192;817;62439;355629;3131042;285549;571098;3772220;0;11005;7543901;3.307990814360706e8;1.1558533e-2;3.20030305e-1;9.695739e-3
