cycle;start;source;rr;split;absorb;scatter;fission;produce;collision;escape;census;num_seg;scalar_flux;ppControl(s);cycleTracking(s);cycleSync(s)
0;0;8192;0;73728;306830;2793025;245713;491426;3345568;0;20803;6725067;2.4632191671399745e8;1.2831299e-2;4.480919535e0;1.083417e-3
1;20803;8192;0;52933;367036;3205433;293164;586328;3865633;0;8056;7725427;3.14918910169884e8;6.970218e-3;5.2098970940000005e0;7.798184e-3
2;8056;8192;0;65619;345756;3046247;275905;551810;3667908;0;12016;7343824;3.191372149302375e8;7.25705e-3;4.932615103e0;5.540298e-3
3;12016;8192;0;61706;356636;3128730;285587;571174;3770953;0;10865;7544868;3.224676329969139e8;7.18996e-3;5.071279919e0;5.621159e-3
4;10865;8192;999;62984;350695;3083424;280041;560082;3714160;0;10388;7428011;3.288721564395779e8;7.710554e-3;4.994839018e0;5.403517e-3
5;10388;8192;182;63281;354655;3125217;284084;568168;3763956;0;11108;7530476;3.2566565375645655e8;7.659253e-3;5.320189888e0;5.581378e-3
6;11108;8192;464;62603;352105;3086088;281048;562096;3719241;0;10382;7437928;3.2399204996479505e8;3.0921944e-2;5.850565825e0;1.7147988e-2
7;10382;8192;480;63347;349563;3062206;278847;557694;3690616;0;10725;7381270;3.1900429805872726e8;1.5532147e-2;6.142131271e0;8.901642e-3
8;10725;8192;574;62945;354230;3111928;283769;567538;3749927;0;10827;7502073;3.2428193744924164e8;7.814494e-3;5.068245836e0;5.370317e-3
9;10827;8192;522;62828;357256;3151025;286658;573316;3794939;0;10727;7589458;3.278592692183503e8;7.711704e-3;5.124693075e0;5.577408e-3
10;10727;8192;525;63029;352090;3099037;281542;563084;3732669;0;10875;7461432;3.1993033530218095e8;7.781684e-3;5.046384674e0;5.326167e-3
11;10875;8192;584;62907;355510;3134447;285236;570472;3775193;0;11116;7550263;3.278747312780237e8;7.729754e-3;5.102101609e0;5.489598e-3
12;11116;8192;729;62609;349480;3072968;279253;558506;3701701;0;10961;7404469;3.207007850112782e8;7.725773e-3;5.010837569e0;5.415338e-3
13;10961;8192;725;62722;348823;3060361;278172;556344;3687356;0;10499;7373538;3.2408900753081214e8;7.725454e-3;4.989328429e0;5.688849e-3
14;10499;8192;458;63200;353610;3111413;282968;565936;3747991;0;10791;7497738;3.254175680116639e8;7.664383e-3;5.066504953e0;5.873111e-3
15;10791;8192;541;62896;350694;3080550;280423;560846;3711667;0;11067;7429238;3.18319665308691e8;7.694954e-3;5.024173059e0;5.222596e-3
16;11067;8192;466;62662;357217;3145213;286461;572922;3788891;0;10699;7580483;3.269244769140702e8;7.695472e-3;5.119370916e0;5.473667e-3
17;10699;8192;351;62974;351844;3086893;281154;562308;3719891;0;10824;7446124;3.2037571155283904e8;7.728583e-3;5.030061566e0;5.436317e-3
18;10824;8192;659;62872;355728;3130857;285193;570386;3771778;0;10694;7541366;3.284650188946e8;7.717242e-3;5.096668331e0;5.364957e-3
19;10694;8192;608;63143;353431;3102074;282755;565510;3738260;0;10745;7483297;3.222277213239981e8;7.852213e-3;5.057720175e0;5.402997e-3
20;10745;8192;360;62813;356280;3132328;286061;572122;3774669;0;11171;7552102;3.262320257690887e8;7.696302e-3;5.103415087e0;5.473298e-3
21;11171;8192;540;62541;355977;3134364;285473;570946;3775814;0;10860;7549238;3.277431279041594e8;7.684923e-3;5.098552853e0;5.462177e-3
22;10860;8192;376;62747;358560;3160927;287834;575668;3807321;0;10697;7617183;3.2921795375508595e8;7.681382e-3;5.146964624e0;5.654139e-3
23;10697;8192;356;63049;353503;3099581;282590;565180;3735674;0;10669;7473812;3.2547726818510365e8;7.698512e-3;5.051972066e0;5.565528e-3
