cycle;start;source;rr;split;absorb;scatter;fission;produce;collision;escape;census;num_seg;scalar_flux;ppControl(s);cycleTracking(s);cycleSync(s)
0;0;4096;0;36864;154707;1408830;124185;248370;1687722;0;10438;3392593;1.2434066346454553e8;1.4195292e-2;4.372435993e0;1.042686e-3
1;10438;4096;0;26438;183799;1605682;146693;293386;1936174;0;3866;3865559;1.5850382064599705e8;9.289793e-3;5.091308452e0;6.492382e-3
2;3866;4096;0;33010;171783;1512653;136828;273656;1821264;0;6017;3648944;1.5640379007568875e8;5.872754e-3;4.760123973e0;6.463492e-3
3;6017;4096;0;30841;178809;1566842;143287;286574;1888938;0;5432;3779548;1.638132530649354e8;5.707903e-3;4.93947837e0;6.392494e-3
4;5432;4096;380;31492;178066;1570321;142603;285206;1890990;0;5177;3782522;1.6470842534326547e8;6.458931e-3;5.003278909e0;6.426678e-3
5;5177;4096;48;31693;176614;1553914;141209;282418;1871737;0;5513;3746309;1.5907270629106385e8;6.357623e-3;4.913417471e0;6.364189e-3
6;5513;4096;190;31329;177471;1559110;141882;283764;1878463;0;5159;3756829;1.6134272158124888e8;6.722065e-3;4.918119219e0;6.386104e-3
7;5159;4096;217;31719;173108;1517303;137766;275532;1828177;0;5415;3656578;1.5746420304338533e8;6.570354e-3;4.781332655e0;6.427165e-3
8;5415;4096;385;31411;177985;1565481;142784;285568;1886250;0;5336;3775419;1.6259137883372262e8;6.454618e-3;4.924167742e0;6.358436e-3
9;5336;4096;256;31490;181277;1602776;146073;292146;1930126;0;5462;3861393;1.6199767508352497e8;6.533005e-3;5.036672319e0;6.344784e-3
10;5462;4096;288;31415;177409;1563137;142357;284714;1882903;0;5633;3765652;1.6304660602982947e8;6.419816e-3;4.921548875e0;6.386803e-3
11;5633;4096;317;31280;179148;1583128;143899;287798;1906175;0;5443;3812234;1.6460892591548467e8;6.39698e-3;4.997363954e0;6.363927e-3
12;5443;4096;322;31457;174239;1531458;139131;278262;1844828;0;5566;3691209;1.5909916239126894e8;6.372826e-3;4.832056297e0;6.34835e-3
13;5566;4096;372;31297;175457;1541523;140260;280520;1857240;0;5390;3714748;1.6231244195634535e8;6.407815e-3;4.886444813e0;6.351288e-3
14;5390;4096;388;31511;178713;1580814;143676;287352;1903203;0;5572;3806125;1.6642583000233516e8;6.368651e-3;4.986905774e0;6.340376e-3
15;5572;4096;281;31275;174212;1528725;139086;278172;1842023;0;5536;3687297;1.6046812767980108e8;6.481168e-3;4.839154678e0;6.432993e-3
16;5536;4096;257;31328;179009;1576929;143682;287364;1899620;0;5376;3799640;1.6364975630698872e8;6.41112e-3;5.000077119e0;6.345746e-3
17;5376;4096;156;31460;174456;1531470;138851;277702;1844777;0;5171;3692319;1.5694585427842787e8;6.395718e-3;4.846856239e0;6.336249e-3
18;5171;4096;342;31681;175928;1547630;140753;281506;1864311;0;5431;3727856;1.616424707964427e8;6.397786e-3;4.897626248e0;6.342733e-3
19;5431;4096;325;31532;178796;1570020;143375;286750;1892191;0;5313;3786618;1.6269143856047878e8;6.409576e-3;4.975748814e0;6.372696e-3
20;5313;4096;138;31425;178599;1570774;143525;287050;1892898;0;5622;3788937;1.6299200930091804e8;6.367405e-3;4.957385885e0;6.379937e-3
21;5622;4096;260;31238;181015;1597124;145806;291612;1923945;0;5487;3848780;1.6591084529996783e8;6.346991e-3;5.068133232e0;6.345336e-3
22;5487;4096;170;31356;179509;1579514;143942;287884;1902965;0;5202;3805903;1.667455500115325e8;6.422737e-3;4.974058396e0;6.410308e-3
23;5202;4096;152;31707;176106;1542067;140405;280810;1858578;0;5152;3715906;1.6036596485870028e8;6.412326e-3;4.866665066e0;6.324675e-3
24;5152;4096;265;31655;173607;1525073;138533;277066;1837213;0;5564;3673520;1.6001768932724142e8;6.395573e-3;4.815450154e0;6.348874e-3
25;5564;4096;221;31274;176311;1549811;140940;281880;1867062;0;5342;3733424;1.6126021912195155e8;6.35639e-3;4.883908591e0;6.378979e-3
26;5342;4096;265;31549;175451;1542608;139911;279822;1857970;0;5182;3716006;1.62416778845487e8;6.381797e-3;4.85573942e0;6.368223e-3
27;5182;4096;128;31729;173314;1521723;137756;275512;1832793;0;5321;3664389;1.5987724419833833e8;6.415651e-3;4.78475082e0;6.357298e-3
28;5321;4096;194;31562;172238;1503259;136762;273524;1812259;0;5309;3623972;1.5744066598394182e8;6.390404e-3;4.747213158e0;6.350116e-3
29;5309;4096;387;31627;174372;1531529;139240;278480;1845141;0;5513;3690592;1.6044290970856783e8;6.427858e-3;4.83150331e0;6.434755e-3
30;5513;4096;239;31313;177381;1559018;142031;284062;1878430;0;5333;3758904;1.658552788072404e8;6.393782e-3;4.917278459e0;6.396981e-3
31;5333;4096;302;31521;179739;1584830;144555;289110;1909124;0;5464;3817046;1.6184307537970915e8;6.494495e-3;4.988648366e0;6.41497e-3
32;5464;4096;285;31402;181105;1596372;145895;291790;1923372;0;5467;3847960;1.6963588034013957e8;6.568305e-3;5.018517167e0;6.372961e-3
33;5467;4096;196;31391;179591;1588209;144546;289092;1912346;0;5713;3828630;1.6602432053360718e8;6.372443e-3;5.010677624e0;6.332601e-3
34;5713;4096;347;31125;178181;1567319;142895;285790;1888395;0;5301;3775631;1.639574029804144e8;6.36878e-3;4.958419211e0;6.336768e-3
35;5301;4096;241;31505;172988;1522038;138058;276116;1833084;0;5731;3668072;1.5937879284032935e8;6.421586e-3;4.807566932e0;6.385148e-3
36;5731;4096;205;31059;179622;1581412;144158;288316;1905192;0;5217;3807947;1.6427153864796677e8;6.403786e-3;4.977395936e0;6.354059e-3
37;5217;4096;230;31688;177518;1565099;142383;284766;1885000;0;5636;3768882;1.6303999045653382e8;6.41006e-3;4.940170709e0;6.356938e-3
38;5636;4096;521;31188;180086;1591099;145183;290366;1916368;0;5496;3833707;1.6614963974144927e8;6.471073e-3;5.030347571e0;6.484975e-3
39;5496;4096;213;31404;173443;1522488;137873;275746;1833804;0;5213;3665837;1.596640944252391e8;6.403764e-3;4.793874831e0;6.363547e-3
40;5213;4096;343;31700;178820;1574126;143553;287106;1896499;0;5399;3794493;1.642213830590003e8;6.426371e-3;4.948390368e0;6.359351e-3
41;5399;4096;386;31505;175714;1550747;140532;281064;1866993;0;5432;3737988;1.6259969893771976e8;6.46194e-3;4.881606071e0;6.392495e-3
42;5432;4096;221;31399;174836;1537749;139681;279362;1852266;0;5551;3702314;1.613546539601493e8;6.401576e-3;4.851987542e0;6.367249e-3
43;5551;4096;247;31251;178224;1565668;142746;285492;1886638;0;5173;3772382;1.6436467821760118e8;6.729414e-3;4.938333997e0;6.426452e-3
44;5173;4096;372;31705;177880;1565700;142840;285680;1886420;0;5562;3772357;1.612668931531933e8;6.444903e-3;4.953551436e0;6.352616e-3
45;5562;4096;379;31386;173702;1525163;138321;276642;1837186;0;5284;3674183;1.599018794952048e8;6.439979e-3;4.809741244e0;6.355622e-3
46;5284;4096;162;31574;173931;1526315;138663;277326;1838909;0;5524;3679423;1.608859030697422e8;6.406549e-3;4.809097565e0;6.326305e-3
47;5524;4096;233;31300;178337;1574932;143390;286780;1896659;0;5740;3793935;1.6588164094551405e8;6.60066e-3;4.977682116e0;6.335968e-3
48;5740;4096;352;31165;179189;1580306;144120;288240;1903615;0;5580;3807683;1.671494273363123e8;6.296054e-3;5.008607956e0;6.353695e-3
49;5580;4096;158;31320;177513;1560070;141974;283948;1879557;0;5299;3759743;1.648693560619423e8;6.399917e-3;4.929807129e0;6.35723e-3
50;5299;4096;261;31427;173660;1532157;138865;277730;1844682;0;5766;3689838;1.6274459198646316e8;6.384305e-3;4.84689959e0;6.388072e-3
51;5766;4096;189;31094;174731;1532209;138972;277944;1845912;0;5008;3689013;1.6151805287141788e8;6.428053e-3;4.835884339e0;6.36249e-3
52;5008;4096;300;31845;177070;1563622;141945;283890;1882637;0;5524;3768442;1.616342344207281e8;6.4354e-3;4.923338973e0;6.456638e-3
53;5524;4096;337;31388;177652;1562744;142475;284950;1882871;0;5494;3764836;1.6569027587975913e8;6.375221e-3;4.934040948e0;6.372435e-3
54;5494;4096;189;31370;177177;1559866;142009;284018;1879052;0;5603;3755707;1.6491560105863723e8;6.498059e-3;4.93949483e0;6.383588e-3
55;5603;4096;384;31291;172302;1505238;136899;273798;1814439;0;5203;3629702;1.6074987463309744e8;6.400912e-3;4.770129868e0;6.339419e-3
56;5203;4096;299;31690;174862;1536091;139654;279308;1850607;0;5482;3701094;1.6291284809717894e8;6.413455e-3;4.846025959e0;6.373458e-3
57;5482;4096;301;31400;175027;1535588;139798;279596;1850413;0;5448;3700005;1.6069814415929386e8;6.705965e-3;4.902011161e0;6.382929e-3
58;5448;4096;319;31447;176320;1549585;140980;281960;1866885;0;5332;3734455;1.6214773884549257e8;6.370136e-3;4.878925484e0;6.378613e-3
59;5332;4096;251;31507;174207;1528915;138916;277832;1842038;0;5393;3685143;1.597203723597339e8;6.91294e-3;4.823731185e0;6.352812e-3
60;5393;4096;267;31516;177923;1563878;142621;285242;1884422;0;5436;3768709;1.6333537230846286e8;6.461916e-3;4.935716318e0;6.360631e-3
61;5436;4096;169;31497;171256;1496699;135534;271068;1803489;0;5138;3607648;1.600081072083823e8;6.397789e-3;4.732556162e0;6.386216e-3
62;5138;4096;229;31769;174340;1531734;138805;277610;1844879;0;5239;3686863;1.614431545526595e8;6.473672e-3;4.814995398e0;6.354198e-3
63;5239;4096;152;31612;174504;1529983;139180;278360;1843667;0;5471;3687268;1.5745071565576687e8;6.407467e-3;4.825188873e0;6.368614e-3
64;5471;4096;275;31343;173176;1518138;137847;275694;1829161;0;5306;3658940;1.601449040170743e8;6.560162e-3;4.81469472e0;6.368921e-3
65;5306;4096;384;31583;177501;1566706;142276;284552;1886483;0;5376;3773203;1.618553010138643e8;6.456603e-3;4.963852186e0;6.385766e-3
66;5376;4096;208;31463;176735;1551481;141288;282576;1869504;0;5280;3738904;1.6290200705130827e8;6.469928e-3;4.886145314e0;6.43165e-3
