cycle;start;source;rr;split;absorb;scatter;fission;produce;collision;escape;census;num_seg;scalar_flux;ppControl(s);cycleTracking(s);cycleSync(s)
81;5405;4096;243;31386;173983;1523716;138605;277210;1836304;0;5266;3671689;1.6210370588533172e8;6.631972e-3;1.145327003e0;6.724133e-3
82;5266;4096;280;31573;179327;1584281;144188;288376;1907796;0;5516;3813866;1.6466711152205512e8;6.70899e-3;1.223042927e0;6.825693e-3
83;5516;4096;270;31411;177597;1563232;142405;284810;1883234;0;5561;3766988;1.616724198301491e8;6.660796e-3;1.189322485e0;6.658565e-3
84;5561;4096;215;31336;176872;1551287;141396;282792;1869555;0;5302;3740183;1.633738098003543e8;6.705737e-3;1.17202523e0;6.700529e-3
85;5302;4096;233;31519;175291;1535023;139712;279424;1850026;0;5105;3699329;1.6013287562499607e8;7.046392e-3;1.152737525e0;6.838631e-3
86;5105;4096;344;31753;174031;1534206;138832;277664;1847069;0;5411;3692206;1.5497082509801388e8;6.687748e-3;1.189143342e0;6.686971e-3
87;5411;4096;298;31488;178191;1572788;143013;286026;1893992;0;5519;3789538;1.6203023835409707e8;6.678648e-3;1.178488722e0;6.669741e-3
88;5519;4096;288;31266;174629;1532278;139028;278056;1845935;0;4992;3694083;1.624478589967029e8;6.701821e-3;1.172324739e0;6.670986e-3
89;4992;4096;241;31885;174100;1528349;138819;277638;1841268;0;5451;3684109;1.573004533858526e8;6.766896e-3;1.146227784e0;6.74048e-3
90;5451;4096;376;31405;180275;1586403;144911;289822;1911589;0;5212;3823452;1.609390984473667e8;6.61114e-3;1.196306942e0;6.762415e-3
91;5212;4096;257;31631;179444;1585265;144154;288308;1908863;0;5392;3814182;1.6456087168194187e8;6.713249e-3;1.187879071e0;6.771975e-3
92;5392;4096;278;31492;174793;1533989;139406;278812;1848188;0;5315;3698844;1.5899384226414588e8;6.712694e-3;1.176360264e0;6.776172e-3
93;5315;4096;327;31540;177598;1564900;142457;284914;1884955;0;5483;3770251;1.6240871107972652e8;6.651379e-3;1.172903381e0;6.697834e-3
94;5483;4096;220;31366;175701;1541981;140135;280270;1857817;0;5159;3715421;1.5987577008539364e8;6.631884e-3;1.156126509e0;6.723051e-3
95;5159;4096;193;31632;173821;1523749;138276;276552;1835846;0;5149;3673104;1.5945413045232344e8;6.669833e-3;1.142507629e0;6.657325e-3
96;5149;4096;133;31724;180217;1587710;144912;289824;1912839;0;5531;3825615;1.6307957507862115e8;6.640343e-3;1.21141838e0;6.74397e-3
97;5531;4096;276;31289;175790;1544371;140478;280956;1860639;0;5328;3720633;1.5937811397399446e8;6.777743e-3;1.161488186e0;7.077381e-3
98;5328;4096;201;31578;172182;1507971;136628;273256;1816781;0;5247;3631450;1.552518691988382e8;6.57973e-3;1.132174288e0;6.718731e-3
99;5247;4096;146;31586;173576;1523120;138109;276218;1834805;0;5316;3669836;1.6091610767837882e8;6.673849e-3;1.143287621e0;7.067419e-3
